run_id,timestamp,nodes,cid,bandwidth,tdd,rank,network,distribution,uplink_latency,downlink_latency,train_loss,train_time,eval_loss,eval_acc,eval_time,num-examples,num-eval-examples,round
10923136541846383408,1765042253.2678246,3N,1,80 MHz,2-2,2x2,wwan,dirichlet,1.3138856887817385,0.9498391151428224,2.2496408655288374,22.400026559829712,2.303363631169001,0.033400133600534405,2.357213258743286,11972.0,2994.0,1.0
10923136541846383408,1765042300.3151472,3N,1,80 MHz,2-2,2x2,wwan,dirichlet,1.4074501991271973,1.099135398864746,2.098744517945229,22.489964246749878,2.2974051535129547,0.14595858383433533,2.1901214122772217,11972.0,2994.0,2.0
10923136541846383408,1765042350.1420999,3N,1,80 MHz,2-2,2x2,wwan,dirichlet,1.2640795707702637,1.0892584323883057,1.894122287313989,22.527148008346558,2.000017434358597,0.3179692718770875,2.1855525970458984,11972.0,2994.0,3.0
10923136541846383408,1765042397.197322,3N,1,80 MHz,2-2,2x2,wwan,dirichlet,1.311676025390625,1.145552158355713,1.7851087412935622,22.29470658302307,1.8757463097572327,0.34769539078156314,2.128425121307373,11972.0,2994.0,4.0
10923136541846383408,1765042444.322305,3N,1,80 MHz,2-2,2x2,wwan,dirichlet,1.3495538234710691,1.1582825183868408,1.7243430868108223,22.482735633850098,1.8586080471674602,0.30861723446893785,2.171872854232788,11972.0,2994.0,5.0
10923136541846383408,1765042491.6273377,3N,1,80 MHz,2-2,2x2,wwan,dirichlet,1.362912893295288,1.0904011726379397,1.6629236987296572,22.52772283554077,1.7448213299115498,0.3921175684702739,2.191521167755127,11972.0,2994.0,6.0
10923136541846383408,1765042538.6246765,3N,1,80 MHz,2-2,2x2,wwan,dirichlet,1.3582444190979004,1.2124290466308594,1.6520098587299914,22.476756811141968,1.6970732460419338,0.39011356045424184,2.1817729473114014,11972.0,2994.0,7.0
10923136541846383408,1765042585.7549174,3N,1,80 MHz,2-2,2x2,wwan,dirichlet,1.3149409294128418,1.0986833572387695,1.6257591729468488,22.38009810447693,1.7374293506145477,0.364061456245825,2.157877206802368,11972.0,2994.0,8.0
10923136541846383408,1765042632.849306,3N,1,80 MHz,2-2,2x2,wwan,dirichlet,1.326129674911499,1.0521719455718994,1.5932203302992152,22.289759159088135,1.6665594925483067,0.3997995991983968,2.153766393661499,11972.0,2994.0,9.0
10923136541846383408,1765042679.9331472,3N,1,80 MHz,2-2,2x2,wwan,dirichlet,1.3771820068359375,1.0842654705047607,1.5599835400885724,22.285393953323364,1.6365279505650203,0.4171676686706747,2.1600823402404785,11972.0,2994.0,10.0
